"wbid","period","year","masterCode","lmean","geo_mean"
"3226H1","2017-2023",2022,"TP",-5.04575946953551,0.00643657012816763
"3226H1","2017-2023",2023,"CHLAC",1.50248877562148,4.49285688016136
"3226H1","2017-2023",2023,"NO3O2",-2.90771539016401,0.0546003279322578
"3226H1","2017-2023",2023,"TKN",-1.20755424810065,0.298927488583655
"3226H1","2017-2023",2023,"TN",-0.954297461927362,0.385082584721475
"3226H1","2017-2023",2023,"TP",-4.97909690740753,0.00688027327647712
"3226H1","Pre 1995",1975,"CHLAC",NA,NA
"3226H1","Pre 1995",1975,"NO3O2",-4.96184512992682,0.007
"3226H1","Pre 1995",1975,"TKN",-0.127833371509885,0.88
"3226H1","Pre 1995",1975,"TN",-0.119910296672558,0.887
"3226H1","Pre 1995",1975,"TP",-2.99573227355399,0.05
"3226H1","Pre 1995",1976,"CHLAC",NA,NA
"3226H1","Pre 1995",1976,"NO3O2",-3.57555076880693,0.028
"3226H1","Pre 1995",1976,"TKN",-1.71479842809193,0.18
"3226H1","Pre 1995",1976,"TN",-1.57021719928082,0.208
"3226H1","Pre 1995",1976,"TP",-3.50655789731998,0.03
"3226H1","Pre 1995",1977,"CHLAC",NA,NA
"3226H1","Pre 1995",1977,"NO3O2",-2.52572864430826,0.08
"3226H1","Pre 1995",1977,"TKN",-2.12026353620009,0.12
"3226H1","Pre 1995",1977,"TN",-1.6094379124341,0.2
"3226H1","Pre 1995",1977,"TP",-3.2188758248682,0.04
"3226H1","Pre 1995",1978,"CHLAC",NA,NA
"3226H1","Pre 1995",1978,"NO3O2",NA,NA
"3226H1","Pre 1995",1978,"TKN",-0.23572233352107,0.79
"3226H1","Pre 1995",1978,"TN",-0.0725706928348354,0.93
"3226H1","Pre 1995",1978,"TP",-3.2188758248682,0.04
"3226H1","Pre 1995",1979,"CHLAC",NA,NA
"3226H1","Pre 1995",1979,"NO3O2",-Inf,0
"3226H1","Pre 1995",1979,"TKN",-0.0100503358535015,0.99
"3226H1","Pre 1995",1979,"TN",0.43467336164778,1.54445849717262
"3226H1","Pre 1995",1979,"TP",-3.08958335514672,0.0455209165096957
"3226H1","Pre 1995",1980,"CHLAC",NA,NA
"3226H1","Pre 1995",1980,"NO3O2",-Inf,0
"3226H1","Pre 1995",1980,"TKN",-0.59783700075562,0.55
"3226H1","Pre 1995",1980,"TN",-0.242313196572145,0.784810339147961
"3226H1","Pre 1995",1980,"TP",-3.758827186662,0.0233110638757184
"3226H1","Pre 1995",1981,"CHLAC",NA,NA
"3226H1","Pre 1995",1981,"NO3O2",-2.79655587827537,0.0610198609610998
"3226H1","Pre 1995",1981,"TKN",NA,NA
"3226H1","Pre 1995",1981,"TN",-0.507722531787919,0.601864746931133
"3226H1","Pre 1995",1981,"TP",-3.76730987958771,0.0231141595990501
"3226H1","Pre 1995",1982,"CHLAC",NA,NA
"3226H1","Pre 1995",1982,"NO3O2",-2.48103218076462,0.0836568320401241
"3226H1","Pre 1995",1982,"TKN",NA,NA
"3226H1","Pre 1995",1982,"TN",0.0337219772847146,1.03429700868781
"3226H1","Pre 1995",1982,"TP",-3.97454798383178,0.0187877919613574
"3226H1","Pre 1995",1983,"CHLAC",NA,NA
"3226H1","Pre 1995",1983,"NO3O2",-1.79190078344226,0.166643115961697
"3226H1","Pre 1995",1983,"TKN",NA,NA
"3226H1","Pre 1995",1983,"TN",-0.0565256201095252,0.945042272098469
"3226H1","Pre 1995",1983,"TP",-3.98361504996008,0.0186182117684385
"3226H1","Pre 1995",1984,"CHLAC",NA,NA
"3226H1","Pre 1995",1984,"NO3O2",-Inf,0
"3226H1","Pre 1995",1984,"TKN",NA,NA
"3226H1","Pre 1995",1984,"TN",-0.513110760832148,0.598630483123146
"3226H1","Pre 1995",1984,"TP",-4.37451137146014,0.0125942946710011
"3226H1","Pre 1995",1985,"CHLAC",NA,NA
"3226H1","Pre 1995",1985,"NO3O2",-Inf,0
"3226H1","Pre 1995",1985,"TKN",-0.798507696217772,0.45
"3226H1","Pre 1995",1985,"TN",-0.563206043187209,0.569380675433425
"3226H1","Pre 1995",1985,"TP",-3.59296457552595,0.0275166342453979
"3226H1","Pre 1995",1986,"CHLAC",NA,NA
"3226H1","Pre 1995",1986,"NO3O2",-2.53304962414721,0.0794164602605344
"3226H1","Pre 1995",1986,"TKN",-1.41014769570428,0.24410722690203
"3226H1","Pre 1995",1986,"TN",-1.24774960033986,0.287150273175107
"3226H1","Pre 1995",1986,"TP",-4.36573323709554,0.0127053357355152
"3226H1","Pre 1995",1987,"CHLAC",NA,NA
"3226H1","Pre 1995",1987,"NO3O2",-Inf,0
"3226H1","Pre 1995",1987,"TKN",NA,NA
"3226H1","Pre 1995",1987,"TN",NA,NA
"3226H1","Pre 1995",1987,"TP",-4.41065281438352,0.0121472458441691
"3226H1","Pre 1995",1988,"CHLAC",NA,NA
"3226H1","Pre 1995",1988,"NO3O2",-Inf,0
"3226H1","Pre 1995",1988,"TKN",NA,NA
"3226H1","Pre 1995",1988,"TN",NA,NA
"3226H1","Pre 1995",1988,"TP",-3.78811941331921,0.0226381348199395
"3226H1","Pre 1995",1989,"CHLAC",NA,NA
"3226H1","Pre 1995",1989,"NO3O2",-Inf,0
"3226H1","Pre 1995",1989,"TKN",NA,NA
"3226H1","Pre 1995",1989,"TN",NA,NA
"3226H1","Pre 1995",1989,"TP",-4.28016170717644,0.0138404238096566
"3226H1","Pre 1995",1990,"CHLAC",NA,NA
"3226H1","Pre 1995",1990,"NO3O2",-Inf,0
"3226H1","Pre 1995",1990,"TKN",NA,NA
"3226H1","Pre 1995",1990,"TN",NA,NA
"3226H1","Pre 1995",1990,"TP",-4.84957804858938,0.00783168144116741
"3226H1","Pre 1995",1991,"CHLAC",NA,NA
"3226H1","Pre 1995",1991,"NO3O2",-2.04982960515805,0.128756841220331
"3226H1","Pre 1995",1991,"TKN",0.693147180559945,2
"3226H1","Pre 1995",1991,"TN",0.867100487683383,2.38
"3226H1","Pre 1995",1991,"TP",-Inf,0
"3226H1","Pre 1995",1992,"CHLAC",1.44387635618584,4.23708848872601
"3226H1","Pre 1995",1992,"NO3O2",-Inf,0
"3226H1","Pre 1995",1992,"TKN",0.447939867307014,1.56508458007329
"3226H1","Pre 1995",1992,"TN",0.621226662447,1.8612097182042
"3226H1","Pre 1995",1992,"TP",-Inf,0
"3226H1","Pre 1995",1993,"CHLAC",NA,NA
"3226H1","Pre 1995",1993,"NO3O2",-Inf,0
"3226H1","Pre 1995",1993,"TKN",0,1
"3226H1","Pre 1995",1993,"TN",0.173286795139986,1.18920711500272
"3226H1","Pre 1995",1993,"TP",-Inf,0
"3226H1","Pre 1995",1994,"CHLAC",1.00758989279803,2.73899178990661
"3226H1","Pre 1995",1994,"NO3O2",-2.30208990476861,0.100049531085136
"3226H1","Pre 1995",1994,"TKN",0.668657552037107,1.95161561886867
"3226H1","Pre 1995",1994,"TN",0.723773655976622,2.06220058128253
"3226H1","Pre 1995",1994,"TP",-5.31718645298755,0.00490653910167432
"3226H2","1995-2008",1995,"CHLAC",NA,NA
"3226H2","1995-2008",1995,"NO3O2",-4.20454028011805,0.014927647028017
"3226H2","1995-2008",1995,"TKN",NA,NA
"3226H2","1995-2008",1995,"TN",NA,NA
"3226H2","1995-2008",1995,"TP",-5.32650707900299,0.00486101955057217
"3226H2","1995-2008",1996,"CHLAC",NA,NA
"3226H2","1995-2008",1996,"NO3O2",-4.20966506551162,0.0148513417317045
"3226H2","1995-2008",1996,"TKN",NA,NA
"3226H2","1995-2008",1996,"TN",NA,NA
"3226H2","1995-2008",1996,"TP",-5.80408002973293,0.00301522739707115
"3226H2","1995-2008",1997,"CHLAC",0.630316607782974,1.87820513950337
"3226H2","1995-2008",1997,"NO3O2",-3.93136856937473,0.0196168072121365
"3226H2","1995-2008",1997,"TKN",NA,NA
"3226H2","1995-2008",1997,"TN",NA,NA
"3226H2","1995-2008",1997,"TP",-6.21537208624567,0.00199847260788182
"3226H2","1995-2008",1998,"CHLAC",0.152678630633396,1.16495053936229
"3226H2","1995-2008",1998,"NO3O2",-4.09386375914953,0.0166746819779482
"3226H2","1995-2008",1998,"TKN",NA,NA
"3226H2","1995-2008",1998,"TN",-1.4609376904702,0.232018611054634
"3226H2","1995-2008",1998,"TP",-5.78307035917968,0.00307924648646381
"3226H2","1995-2008",1999,"CHLAC",0.283064256878014,1.32719044019148
"3226H2","1995-2008",1999,"NO3O2",-4.3518372883338,0.0128831208152656
"3226H2","1995-2008",1999,"TKN",NA,NA
"3226H2","1995-2008",1999,"TN",NA,NA
"3226H2","1995-2008",1999,"TP",-5.94533519730121,0.00261802464647386
"3226H2","1995-2008",2000,"CHLAC",0.22629633238212,1.25394719538673
"3226H2","1995-2008",2000,"NO3O2",-4.83074292117621,0.00798059011364487
"3226H2","1995-2008",2000,"TKN",NA,NA
"3226H2","1995-2008",2000,"TN",NA,NA
"3226H2","1995-2008",2000,"TP",-6.19683843269282,0.00203585697113984
"3226H2","1995-2008",2001,"CHLAC",0.0471013510302872,1.0482282427085
"3226H2","1995-2008",2001,"NO3O2",-4.2188007616281,0.0147162822572278
"3226H2","1995-2008",2001,"TKN",NA,NA
"3226H2","1995-2008",2001,"TN",-1.9863672117525,0.137192914068862
"3226H2","1995-2008",2001,"TP",-6.13546889210957,0.00216470996445935
"3226H2","1995-2008",2002,"CHLAC",0.13861920731782,1.14868660525809
"3226H2","1995-2008",2002,"NO3O2",-4.12498236526101,0.0161637796296875
"3226H2","1995-2008",2002,"TKN",NA,NA
"3226H2","1995-2008",2002,"TN",-1.64626148689544,0.192769233485777
"3226H2","1995-2008",2002,"TP",-6.21867691859323,0.00199187889252481
"3226H2","1995-2008",2003,"CHLAC",0.0980852548575332,1.10305682205211
"3226H2","1995-2008",2003,"NO3O2",-4.3163090523478,0.0133490634207255
"3226H2","1995-2008",2003,"TKN",NA,NA
"3226H2","1995-2008",2003,"TN",-1.17339510758857,0.309314998847254
"3226H2","1995-2008",2003,"TP",-5.83961952238,0.00290994958590523
"3226H2","1995-2008",2004,"CHLAC",-0.185976446352111,0.83029315118415
"3226H2","1995-2008",2004,"NO3O2",-4.49940328271714,0.0111156274466639
"3226H2","1995-2008",2004,"TKN",NA,NA
"3226H2","1995-2008",2004,"TN",-1.46814289052186,0.230352878719985
"3226H2","1995-2008",2004,"TP",-5.84313962667471,0.00289972426752268
"3226H2","1995-2008",2005,"CHLAC",0.179400530185079,1.19649988252619
"3226H2","1995-2008",2005,"NO3O2",-4.66771374220457,0.00939372146425835
"3226H2","1995-2008",2005,"TKN",NA,NA
"3226H2","1995-2008",2005,"TN",NA,NA
"3226H2","1995-2008",2005,"TP",-7.02461507693851,0.000889709923568994
"3226H2","1995-2008",2006,"CHLAC",NA,NA
"3226H2","1995-2008",2006,"NO3O2",-4.69004614701672,0.00918626222786664
"3226H2","1995-2008",2006,"TKN",NA,NA
"3226H2","1995-2008",2006,"TN",NA,NA
"3226H2","1995-2008",2006,"TP",-7.00066262198107,0.000911277932664838
"3226H2","1995-2008",2007,"CHLAC",0.624041873757125,1.86645679920886
"3226H2","1995-2008",2007,"NO3O2",-4.18046643844449,0.0152913734186028
"3226H2","1995-2008",2007,"TKN",NA,NA
"3226H2","1995-2008",2007,"TN",NA,NA
"3226H2","1995-2008",2007,"TP",-6.89669315898937,0.00101112353148031
"3226H2","1995-2008",2008,"CHLAC",0.191668418263751,1.2112688157532
"3226H2","1995-2008",2008,"NO3O2",-4.78065227156326,0.00839052428180479
"3226H2","1995-2008",2008,"TKN",NA,NA
"3226H2","1995-2008",2008,"TN",NA,NA
"3226H2","1995-2008",2008,"TP",-7.15578224360338,0.000780338901451428
"3226H2","2009-2016",2009,"CHLAC",0.104646741715616,1.11031831192646
"3226H2","2009-2016",2009,"NO3O2",-4.65594019245416,0.00950497253617465
"3226H2","2009-2016",2009,"TKN",-2.62026064813405,0.0727838893698919
"3226H2","2009-2016",2009,"TN",-2.49486745300707,0.0825073867730146
"3226H2","2009-2016",2009,"TP",-7.09740298441233,0.000827250518479285
"3226H2","2009-2016",2010,"CHLAC",0.376909205721842,1.45777194601084
"3226H2","2009-2016",2010,"NO3O2",-4.40160933006669,0.012257597501105
"3226H2","2009-2016",2010,"TKN",-2.91481225110389,0.0542142087353607
"3226H2","2009-2016",2010,"TN",-2.64320165274946,0.0711331609086995
"3226H2","2009-2016",2010,"TP",-5.79245803418981,0.00305047478217761
"3226H2","2009-2016",2011,"CHLAC",0.487529209954565,1.62828808767193
"3226H2","2009-2016",2011,"NO3O2",-4.85908898112509,0.00775754794550607
"3226H2","2009-2016",2011,"TKN",-2.78119409274118,0.0619644718574607
"3226H2","2009-2016",2011,"TN",-2.56281409378129,0.0770875034599366
"3226H2","2009-2016",2011,"TP",-6.4508630383609,0.00157915870591933
"3226H2","2009-2016",2012,"CHLAC",0.3224894273542,1.38056029460741
"3226H2","2009-2016",2012,"NO3O2",-4.18658457985976,0.0151981042415365
"3226H2","2009-2016",2012,"TKN",-2.95526291955853,0.0520649698773732
"3226H2","2009-2016",2012,"TN",-2.50841061679553,0.0813975083172349
"3226H2","2009-2016",2012,"TP",-7.05327685555047,0.000864571235392366
"3226H2","2009-2016",2013,"CHLAC",0.433305007882977,1.54234657683004
"3226H2","2009-2016",2013,"NO3O2",-4.67405153550016,0.00933437426314112
"3226H2","2009-2016",2013,"TKN",-2.95720744494179,0.0519638265915814
"3226H2","2009-2016",2013,"TN",-2.67449066716996,0.0689419338439981
"3226H2","2009-2016",2013,"TP",-6.81487287631669,0.00109733268428142
"3226H2","2009-2016",2014,"CHLAC",0.462337565436339,1.58778119282277
"3226H2","2009-2016",2014,"NO3O2",-4.95824243299346,0.00702526436112531
"3226H2","2009-2016",2014,"TKN",-2.57091779776218,0.0764653334966977
"3226H2","2009-2016",2014,"TN",-2.44616089534594,0.0866255133521973
"3226H2","2009-2016",2014,"TP",-6.38543447262054,0.00168593584349504
"3226H2","2009-2016",2015,"CHLAC",0.278728461955148,1.32144847161365
"3226H2","2009-2016",2015,"NO3O2",-5.02892540236522,0.00654584093765386
"3226H2","2009-2016",2015,"TKN",-2.77093595756119,0.0626033832029315
"3226H2","2009-2016",2015,"TN",-2.68746517972743,0.0680532236155508
"3226H2","2009-2016",2015,"TP",-6.03257625230469,0.00239930479508551
"3226H2","2017-2023",2016,"CHLAC",0.621161553260805,1.86108854029905
"3226H2","2017-2023",2016,"NO3O2",-4.40418774079997,0.0122260330906385
"3226H2","2017-2023",2016,"TKN",-2.2426817980164,0.10617338665833
"3226H2","2017-2023",2016,"TN",-2.08850261110334,0.123872482294534
"3226H2","2017-2023",2016,"TP",-6.71219228894708,0.00121599538710191
"3226H2","2017-2023",2017,"CHLAC",0.791934084592664,2.20766210509764
"3226H2","2017-2023",2017,"NO3O2",-4.04409853068756,0.0175254962339535
"3226H2","2017-2023",2017,"TKN",-1.61543513746831,0.198804144484722
"3226H2","2017-2023",2017,"TN",-1.48450101227268,0.226615390767634
"3226H2","2017-2023",2017,"TP",-6.12694107086041,0.00218324916121738
"3226H2","2017-2023",2018,"CHLAC",0.60996148588345,1.84036051755722
"3226H2","2017-2023",2018,"NO3O2",-4.42992233808174,0.011915415010844
"3226H2","2017-2023",2018,"TKN",-2.22217208393215,0.108373456745491
"3226H2","2017-2023",2018,"TN",-2.05984788817087,0.127473358625902
"3226H2","2017-2023",2018,"TP",-5.42032665981303,0.00442570071311251
"3226H2","2017-2023",2019,"CHLAC",0.488609606643987,1.63004823538895
"3226H2","2017-2023",2019,"NO3O2",-4.45742670154254,0.0115921550141431
"3226H2","2017-2023",2019,"TKN",-2.37130195297886,0.0933590979623697
"3226H2","2017-2023",2019,"TN",-2.18736324215037,0.112212235375067
"3226H2","2017-2023",2019,"TP",-5.67886765131026,0.00341742597110787
"3226H2","2017-2023",2020,"CHLAC",1.20652549936188,3.3418531864534
"3226H2","2017-2023",2020,"NO3O2",-3.38340984402204,0.0339315559353174
"3226H2","2017-2023",2020,"TKN",-1.79449625177701,0.166211159837722
"3226H2","2017-2023",2020,"TN",-1.57641944694051,0.206713924887673
"3226H2","2017-2023",2020,"TP",-5.77691650724804,0.00309825413855605
"3226H2","2017-2023",2021,"CHLAC",0.408715381606879,1.50488334204761
"3226H2","2017-2023",2021,"NO3O2",-5.15984888656999,0.00574256739914769
"3226H2","2017-2023",2021,"TKN",-1.57876731305043,0.206229157576042
"3226H2","2017-2023",2021,"TN",-1.53936214974294,0.214517888087698
"3226H2","2017-2023",2021,"TP",-5.91415251339143,0.00270094784630094
"3226H2","2017-2023",2022,"CHLAC",0.575801505679143,1.77855547810089
"3226H2","2017-2023",2022,"NO3O2",-4.89010174789892,0.0075206572249915
"3226H2","2017-2023",2022,"TKN",-1.84229569393365,0.158453248085828
"3226H2","2017-2023",2022,"TN",-1.77097231383131,0.170167452194266
"3226H2","2017-2023",2022,"TP",-5.79917483767974,0.00303005400047797
"3226H2","2017-2023",2023,"CHLAC",0.45129236483908,1.57034032728268
"3226H2","2017-2023",2023,"NO3O2",-4.8202444640191,0.00806481534092103
"3226H2","2017-2023",2023,"TKN",-1.92775091815706,0.145475016043325
"3226H2","2017-2023",2023,"TN",-1.81466024384819,0.16289324297092
"3226H2","2017-2023",2023,"TP",-6.19772912604269,0.00203404445419258
"3226H2","Pre 1995",1979,"CHLAC",NA,NA
"3226H2","Pre 1995",1979,"NO3O2",-Inf,0
"3226H2","Pre 1995",1979,"TKN",NA,NA
"3226H2","Pre 1995",1979,"TN",-0.21131485319183,0.809519147064922
"3226H2","Pre 1995",1979,"TP",-3.59995967061508,0.0273248244184333
"3226H2","Pre 1995",1980,"CHLAC",NA,NA
"3226H2","Pre 1995",1980,"NO3O2",-Inf,0
"3226H2","Pre 1995",1980,"TKN",NA,NA
"3226H2","Pre 1995",1980,"TN",-0.88996593546111,0.410669741789469
"3226H2","Pre 1995",1980,"TP",-4.58644983076133,0.010188966796433
"3226H2","Pre 1995",1981,"CHLAC",3.36245655334572,28.86
"3226H2","Pre 1995",1981,"NO3O2",-3.2308455289668,0.0395240659135429
"3226H2","Pre 1995",1981,"TKN",NA,NA
"3226H2","Pre 1995",1981,"TN",-1.0678684123857,0.343740449938044
"3226H2","Pre 1995",1981,"TP",-4.52687581223234,0.0108144095965498
"3226H2","Pre 1995",1982,"CHLAC",NA,NA
"3226H2","Pre 1995",1982,"NO3O2",-3.47637260696687,0.0309193645478436
"3226H2","Pre 1995",1982,"TKN",NA,NA
"3226H2","Pre 1995",1982,"TN",-0.607817417750993,0.544538072149216
"3226H2","Pre 1995",1982,"TP",-4.86447765967526,0.00771585744253331
"3226H2","Pre 1995",1983,"CHLAC",NA,NA
"3226H2","Pre 1995",1983,"NO3O2",-3.22069681479132,0.0399272266829236
"3226H2","Pre 1995",1983,"TKN",NA,NA
"3226H2","Pre 1995",1983,"TN",-0.831574402198876,0.43536330950973
"3226H2","Pre 1995",1983,"TP",-4.9190424114438,0.00730612375858944
"3226H2","Pre 1995",1984,"CHLAC",NA,NA
"3226H2","Pre 1995",1984,"NO3O2",-Inf,0
"3226H2","Pre 1995",1984,"TKN",NA,NA
"3226H2","Pre 1995",1984,"TN",-0.799487153594273,0.449559459960889
"3226H2","Pre 1995",1984,"TP",-Inf,0
"3226H2","Pre 1995",1985,"CHLAC",NA,NA
"3226H2","Pre 1995",1985,"NO3O2",-Inf,0
"3226H2","Pre 1995",1985,"TKN",NA,NA
"3226H2","Pre 1995",1985,"TN",-0.709615430683078,0.491833305094317
"3226H2","Pre 1995",1985,"TP",-3.97469294411895,0.0187850686750284
"3226H2","Pre 1995",1986,"CHLAC",NA,NA
"3226H2","Pre 1995",1986,"NO3O2",-3.35563773456095,0.0348871143403124
"3226H2","Pre 1995",1986,"TKN",NA,NA
"3226H2","Pre 1995",1986,"TN",NA,NA
"3226H2","Pre 1995",1986,"TP",-4.75077068447157,0.00864503004467177
"3226H2","Pre 1995",1987,"CHLAC",NA,NA
"3226H2","Pre 1995",1987,"NO3O2",-Inf,0
"3226H2","Pre 1995",1987,"TKN",NA,NA
"3226H2","Pre 1995",1987,"TN",NA,NA
"3226H2","Pre 1995",1987,"TP",-Inf,0
"3226H2","Pre 1995",1988,"CHLAC",NA,NA
"3226H2","Pre 1995",1988,"NO3O2",-Inf,0
"3226H2","Pre 1995",1988,"TKN",NA,NA
"3226H2","Pre 1995",1988,"TN",NA,NA
"3226H2","Pre 1995",1988,"TP",-Inf,0
"3226H2","Pre 1995",1989,"CHLAC",NA,NA
"3226H2","Pre 1995",1989,"NO3O2",-Inf,0
"3226H2","Pre 1995",1989,"TKN",NA,NA
"3226H2","Pre 1995",1989,"TN",NA,NA
"3226H2","Pre 1995",1989,"TP",-5.02011798378499,0.00660374752822184
"3226H2","Pre 1995",1990,"CHLAC",NA,NA
"3226H2","Pre 1995",1990,"NO3O2",-Inf,0
"3226H2","Pre 1995",1990,"TKN",NA,NA
"3226H2","Pre 1995",1990,"TN",NA,NA
"3226H2","Pre 1995",1990,"TP",-5.38397529805397,0.00458954082493678
"3226H2","Pre 1995",1991,"CHLAC",NA,NA
"3226H2","Pre 1995",1991,"NO3O2",-Inf,0
"3226H2","Pre 1995",1991,"TKN",NA,NA
"3226H2","Pre 1995",1991,"TN",NA,NA
"3226H2","Pre 1995",1991,"TP",-Inf,0
"3226H2","Pre 1995",1992,"CHLAC",NA,NA
"3226H2","Pre 1995",1992,"NO3O2",-Inf,0
"3226H2","Pre 1995",1992,"TKN",NA,NA
"3226H2","Pre 1995",1992,"TN",NA,NA
"3226H2","Pre 1995",1992,"TP",-Inf,0
"3226H2","Pre 1995",1993,"CHLAC",NA,NA
"3226H2","Pre 1995",1993,"NO3O2",-3.54179799361559,0.0289612081741089
"3226H2","Pre 1995",1993,"TKN",NA,NA
"3226H2","Pre 1995",1993,"TN",NA,NA
"3226H2","Pre 1995",1993,"TP",-5.1451865922787,0.00582738691715238
"3226H2","Pre 1995",1994,"CHLAC",NA,NA
"3226H2","Pre 1995",1994,"NO3O2",-3.74142612088345,0.0237202510530772
"3226H2","Pre 1995",1994,"TKN",NA,NA
"3226H2","Pre 1995",1994,"TN",NA,NA
"3226H2","Pre 1995",1994,"TP",-6.15398326377027,0.00212500045227546
"3226H3","1995-2008",1995,"CHLAC",NA,NA
"3226H3","1995-2008",1995,"NO3O2",-3.79896828373934,0.0223938640555035
"3226H3","1995-2008",1995,"TKN",NA,NA
"3226H3","1995-2008",1995,"TN",NA,NA
"3226H3","1995-2008",1995,"TP",-5.62063277586399,0.00362234824906609
"3226H3","1995-2008",1996,"CHLAC",NA,NA
"3226H3","1995-2008",1996,"NO3O2",-3.75850210771545,0.0233186430436533
"3226H3","1995-2008",1996,"TKN",NA,NA
"3226H3","1995-2008",1996,"TN",NA,NA
"3226H3","1995-2008",1996,"TP",-6.00752494622831,0.00246016970356474
"3226H3","1995-2008",1997,"CHLAC",NA,NA
"3226H3","1995-2008",1997,"NO3O2",-4.33076203581178,0.0131575171695561
"3226H3","1995-2008",1997,"TKN",NA,NA
"3226H3","1995-2008",1997,"TN",NA,NA
"3226H3","1995-2008",1997,"TP",-5.75112036464399,0.00317921691823008
"3226H3","1995-2008",1998,"CHLAC",NA,NA
"3226H3","1995-2008",1998,"NO3O2",-4.55705878903609,0.0104928753624757
"3226H3","1995-2008",1998,"TKN",NA,NA
"3226H3","1995-2008",1998,"TN",-1.43226666857565,0.238767102524678
"3226H3","1995-2008",1998,"TP",-5.48956539785375,0.00412963853408101
"3226H3","1995-2008",1999,"CHLAC",NA,NA
"3226H3","1995-2008",1999,"NO3O2",-3.66196455604552,0.0256820093874799
"3226H3","1995-2008",1999,"TKN",NA,NA
"3226H3","1995-2008",1999,"TN",NA,NA
"3226H3","1995-2008",1999,"TP",-5.81134277864678,0.00299340788828528
"3226H3","1995-2008",2000,"CHLAC",NA,NA
"3226H3","1995-2008",2000,"NO3O2",-4.4606236651704,0.0115551544923695
"3226H3","1995-2008",2000,"TKN",NA,NA
"3226H3","1995-2008",2000,"TN",NA,NA
"3226H3","1995-2008",2000,"TP",-5.66061850683024,0.00348036360370603
"3226H3","1995-2008",2001,"CHLAC",NA,NA
"3226H3","1995-2008",2001,"NO3O2",-4.14665477297655,0.0158172403415243
"3226H3","1995-2008",2001,"TKN",NA,NA
"3226H3","1995-2008",2001,"TN",-1.76251383373087,0.17161291479264
"3226H3","1995-2008",2001,"TP",-6.18603298639967,0.00205797459449792
"3226H3","1995-2008",2002,"CHLAC",NA,NA
"3226H3","1995-2008",2002,"NO3O2",-4.27233901505008,0.0139491177694206
"3226H3","1995-2008",2002,"TKN",NA,NA
"3226H3","1995-2008",2002,"TN",-1.68816022457665,0.184859310948363
"3226H3","1995-2008",2002,"TP",-6.31531647482027,0.00180839335906747
"3226H3","1995-2008",2003,"CHLAC",NA,NA
"3226H3","1995-2008",2003,"NO3O2",-4.53716122227971,0.0107037490296426
"3226H3","1995-2008",2003,"TKN",NA,NA
"3226H3","1995-2008",2003,"TN",-1.27215407969494,0.280227339154335
"3226H3","1995-2008",2003,"TP",-5.98375577810093,0.00251934639515826
"3226H3","1995-2008",2004,"CHLAC",-1.4764281573928,0.22845222821623
"3226H3","1995-2008",2004,"NO3O2",-4.82196050033277,0.0080509876926995
"3226H3","1995-2008",2004,"TKN",NA,NA
"3226H3","1995-2008",2004,"TN",-1.42762999773083,0.239876757552199
"3226H3","1995-2008",2004,"TP",-5.91570206304651,0.00269676583445159
"3226H3","1995-2008",2005,"CHLAC",-0.197987556097529,0.820380061803792
"3226H3","1995-2008",2005,"NO3O2",-4.50765485990845,0.0110242833733835
"3226H3","1995-2008",2005,"TKN",NA,NA
"3226H3","1995-2008",2005,"TN",NA,NA
"3226H3","1995-2008",2005,"TP",-7.33546599603762,0.000652
"3226H3","1995-2008",2006,"CHLAC",NA,NA
"3226H3","1995-2008",2006,"NO3O2",-4.90596826424023,0.00740227225632523
"3226H3","1995-2008",2006,"TKN",NA,NA
"3226H3","1995-2008",2006,"TN",NA,NA
"3226H3","1995-2008",2006,"TP",-7.27279610450528,0.000694168310515054
"3226H3","1995-2008",2007,"CHLAC",-0.249538888998381,0.779159979488894
"3226H3","1995-2008",2007,"NO3O2",-4.71578708959573,0.00895281662415394
"3226H3","1995-2008",2007,"TKN",NA,NA
"3226H3","1995-2008",2007,"TN",NA,NA
"3226H3","1995-2008",2007,"TP",-7.34745274905645,0.000644231290849236
"3226H3","1995-2008",2008,"CHLAC",-0.73765582156604,0.47823366760892
"3226H3","1995-2008",2008,"NO3O2",-4.75863035617491,0.00857734926940374
"3226H3","1995-2008",2008,"TKN",NA,NA
"3226H3","1995-2008",2008,"TN",NA,NA
"3226H3","1995-2008",2008,"TP",-7.30395930601217,0.000672869398386705
"3226H3","2009-2016",2009,"CHLAC",-0.960778467232587,0.382594932398385
"3226H3","2009-2016",2009,"NO3O2",-5.03838717383806,0.00648419777325505
"3226H3","2009-2016",2009,"TKN",-2.3540829095157,0.0949805723840166
"3226H3","2009-2016",2009,"TN",-2.25830556072306,0.104527450200961
"3226H3","2009-2016",2009,"TP",-7.41248234943317,0.000603670312411313
"3226H3","2009-2016",2010,"CHLAC",-0.401830719684087,0.669094000547955
"3226H3","2009-2016",2010,"NO3O2",-4.6491856756431,0.00956939134701182
"3226H3","2009-2016",2010,"TKN",-3.00902670903535,0.0493396772604962
"3226H3","2009-2016",2010,"TN",-2.83372506549531,0.0587934358510585
"3226H3","2009-2016",2010,"TP",-6.44773582831615,0.00158410479658811
"3226H3","2009-2016",2011,"CHLAC",-0.44685605004702,0.639635977216826
"3226H3","2009-2016",2011,"NO3O2",-5.07292895978489,0.00626404610639649
"3226H3","2009-2016",2011,"TKN",-2.62847176656197,0.0721886991673464
