"wbid","period","year","masterCode","lmean","geo_mean"
"3226H3","2009-2016",2011,"TN",-2.49701967387026,0.0823300036061814
"3226H3","2009-2016",2011,"TP",-6.66729816481863,0.00127183038914949
"3226H3","2009-2016",2012,"CHLAC",-0.260727430233181,0.770490903522056
"3226H3","2009-2016",2012,"NO3O2",-4.29557612859221,0.0136287175411463
"3226H3","2009-2016",2012,"TKN",-2.96510907329665,0.0515548456814525
"3226H3","2009-2016",2012,"TN",-2.62641074685824,0.0723376349257623
"3226H3","2009-2016",2012,"TP",-7.31800841574964,0.000663482277118216
"3226H3","2009-2016",2013,"CHLAC",0.00990366554447743,1.00995286913792
"3226H3","2009-2016",2013,"NO3O2",-4.57217475466629,0.0103354581729228
"3226H3","2009-2016",2013,"TKN",-2.87239860856405,0.0565630910222712
"3226H3","2009-2016",2013,"TN",-2.65853890232354,0.070050497628252
"3226H3","2009-2016",2013,"TP",-7.0219575204312,0.000892077522586629
"3226H3","2009-2016",2014,"CHLAC",0.0368649719224605,1.03755291260396
"3226H3","2009-2016",2014,"NO3O2",-5.05823697702774,0.00635675674769294
"3226H3","2009-2016",2014,"TKN",-2.43628912512749,0.0874848953468371
"3226H3","2009-2016",2014,"TN",-2.3261023660185,0.0976757102973806
"3226H3","2009-2016",2014,"TP",-6.579947254234,0.0013879224999407
"3226H3","2009-2016",2015,"CHLAC",-0.0913510468980129,0.912697255114819
"3226H3","2009-2016",2015,"NO3O2",-5.0119731297108,0.00665775372592387
"3226H3","2009-2016",2015,"TKN",-2.47373562846858,0.0842694708475187
"3226H3","2009-2016",2015,"TN",-2.35708768959227,0.0946956049990238
"3226H3","2009-2016",2015,"TP",-5.8856582770053,0.00277901626057814
"3226H3","2017-2023",2016,"CHLAC",-0.078280887879198,0.92470465173294
"3226H3","2017-2023",2016,"NO3O2",-4.87653990642925,0.00762334593613403
"3226H3","2017-2023",2016,"TKN",-2.4654020743727,0.0849746693652347
"3226H3","2017-2023",2016,"TN",-2.32064795242076,0.0982099296219235
"3226H3","2017-2023",2016,"TP",-7.25402238379998,0.000707323532348996
"3226H3","2017-2023",2017,"CHLAC",0.164639019635261,1.17896745778547
"3226H3","2017-2023",2017,"NO3O2",-4.42628263093,0.0119588626524566
"3226H3","2017-2023",2017,"TKN",-1.79451697708335,0.166207715096215
"3226H3","2017-2023",2017,"TN",-1.65959923125561,0.190215197133517
"3226H3","2017-2023",2017,"TP",-6.40081773552753,0.00166019911414376
"3226H3","2017-2023",2018,"CHLAC",0.322303287668829,1.38030334146387
"3226H3","2017-2023",2018,"NO3O2",-4.78184970270973,0.00838048321963465
"3226H3","2017-2023",2018,"TKN",-2.01371498652924,0.133491832000665
"3226H3","2017-2023",2018,"TN",-1.94676336141921,0.142735307359753
"3226H3","2017-2023",2018,"TP",-5.61091479396179,0.00365772176500113
"3226H3","2017-2023",2019,"CHLAC",-0.797930918504572,0.450259624836652
"3226H3","2017-2023",2019,"NO3O2",-5.11608609725291,0.0059994582994618
"3226H3","2017-2023",2019,"TKN",-2.55530744168385,0.0776683499080269
"3226H3","2017-2023",2019,"TN",-2.47271166192031,0.084355804160376
"3226H3","2017-2023",2019,"TP",-5.65561126316065,0.00349783433593234
"3226H3","2017-2023",2020,"CHLAC",-0.208722329241996,0.811620567656141
"3226H3","2017-2023",2020,"NO3O2",-4.69593694204636,0.0091323069158629
"3226H3","2017-2023",2020,"TKN",-2.68514032149173,0.0682116217682193
"3226H3","2017-2023",2020,"TN",-2.52790424874449,0.0798261408380597
"3226H3","2017-2023",2020,"TP",-5.90311128096905,0.00273093488150563
"3226H3","2017-2023",2021,"CHLAC",-0.488127490620514,0.613774617547655
"3226H3","2017-2023",2021,"NO3O2",-5.02761496043684,0.00655442450497995
"3226H3","2017-2023",2021,"TKN",-1.74945647721619,0.173868419220484
"3226H3","2017-2023",2021,"TN",-1.68291261493142,0.185831930182593
"3226H3","2017-2023",2021,"TP",-5.61592118890539,0.00363945552740355
"3226H3","2017-2023",2022,"CHLAC",-0.270557096915463,0.76295433641331
"3226H3","2017-2023",2022,"NO3O2",-5.16512380658722,0.00571235556797327
"3226H3","2017-2023",2022,"TKN",-1.95586783761328,0.141441675010222
"3226H3","2017-2023",2022,"TN",-1.87189943821356,0.15383119129504
"3226H3","2017-2023",2022,"TP",-5.64778927985812,0.00352530162198439
"3226H3","2017-2023",2023,"CHLAC",0.014793331190527,1.01490329408443
"3226H3","2017-2023",2023,"NO3O2",-5.13738015842002,0.00587305605230711
"3226H3","2017-2023",2023,"TKN",-1.95453642404979,0.141630117794575
"3226H3","2017-2023",2023,"TN",-1.88043233818457,0.152524149486312
"3226H3","2017-2023",2023,"TP",-5.82858109197062,0.00294224880025627
"3226H3","Pre 1995",1953,"CHLAC",NA,NA
"3226H3","Pre 1995",1953,"NO3O2",-1.93015878863662,0.145125152428852
"3226H3","Pre 1995",1953,"TKN",NA,NA
"3226H3","Pre 1995",1953,"TN",NA,NA
"3226H3","Pre 1995",1953,"TP",-2.98124335267495,0.0507297197037558
"3226H3","Pre 1995",1954,"CHLAC",NA,NA
"3226H3","Pre 1995",1954,"NO3O2",-2.09864332710475,0.122622674315306
"3226H3","Pre 1995",1954,"TKN",NA,NA
"3226H3","Pre 1995",1954,"TN",NA,NA
"3226H3","Pre 1995",1954,"TP",-3.37522759011431,0.0342103314923431
"3226H3","Pre 1995",1973,"CHLAC",NA,NA
"3226H3","Pre 1995",1973,"NO3O2",-4.11789036598903,0.0162788205960997
"3226H3","Pre 1995",1973,"TKN",NA,NA
"3226H3","Pre 1995",1973,"TN",NA,NA
"3226H3","Pre 1995",1973,"TP",NA,NA
"3226H3","Pre 1995",1974,"CHLAC",NA,NA
"3226H3","Pre 1995",1974,"NO3O2",-2.9858309599059,0.0504975246918104
"3226H3","Pre 1995",1974,"TKN",NA,NA
"3226H3","Pre 1995",1974,"TN",NA,NA
"3226H3","Pre 1995",1974,"TP",-4.59462597211242,0.010106
"3226H3","Pre 1995",1975,"CHLAC",NA,NA
"3226H3","Pre 1995",1975,"NO3O2",-5.99146454710798,0.0025
"3226H3","Pre 1995",1975,"TKN",NA,NA
"3226H3","Pre 1995",1975,"TN",NA,NA
"3226H3","Pre 1995",1975,"TP",-3.91773931242425,0.019886
"3226H3","Pre 1995",1979,"CHLAC",NA,NA
"3226H3","Pre 1995",1979,"NO3O2",-Inf,0
"3226H3","Pre 1995",1979,"TKN",NA,NA
"3226H3","Pre 1995",1979,"TN",-0.0525018782444459,0.948852538877117
"3226H3","Pre 1995",1979,"TP",-4.1722590102634,0.0154173927074504
"3226H3","Pre 1995",1980,"CHLAC",NA,NA
"3226H3","Pre 1995",1980,"NO3O2",-3.75338855765897,0.0234381894849665
"3226H3","Pre 1995",1980,"TKN",NA,NA
"3226H3","Pre 1995",1980,"TN",-1.49568316729006,0.224095457737406
"3226H3","Pre 1995",1980,"TP",-Inf,0
"3226H3","Pre 1995",1981,"CHLAC",NA,NA
"3226H3","Pre 1995",1981,"NO3O2",-3.52502903477148,0.0294509522550247
"3226H3","Pre 1995",1981,"TKN",NA,NA
"3226H3","Pre 1995",1981,"TN",-0.564347456871518,0.568731147299572
"3226H3","Pre 1995",1981,"TP",-4.94876688353524,0.00709214898487502
"3226H3","Pre 1995",1982,"CHLAC",NA,NA
"3226H3","Pre 1995",1982,"NO3O2",-3.33999308708185,0.0354372026952338
"3226H3","Pre 1995",1982,"TKN",NA,NA
"3226H3","Pre 1995",1982,"TN",-0.298434013822625,0.741979240608566
"3226H3","Pre 1995",1982,"TP",-5.27196227903989,0.005133527270176
"3226H3","Pre 1995",1983,"CHLAC",NA,NA
"3226H3","Pre 1995",1983,"NO3O2",-3.13705655580123,0.0434103860845877
"3226H3","Pre 1995",1983,"TKN",NA,NA
"3226H3","Pre 1995",1983,"TN",-0.474872257188581,0.621964502884759
"3226H3","Pre 1995",1983,"TP",-5.06679964416122,0.00630255832827495
"3226H3","Pre 1995",1984,"CHLAC",NA,NA
"3226H3","Pre 1995",1984,"NO3O2",-3.6354033317949,0.0263732950535461
"3226H3","Pre 1995",1984,"TKN",NA,NA
"3226H3","Pre 1995",1984,"TN",-0.937441837861437,0.391628403959901
"3226H3","Pre 1995",1984,"TP",-5.61036121724948,0.003659747155143
"3226H3","Pre 1995",1985,"CHLAC",NA,NA
"3226H3","Pre 1995",1985,"NO3O2",-Inf,0
"3226H3","Pre 1995",1985,"TKN",NA,NA
"3226H3","Pre 1995",1985,"TN",-0.532329030502665,0.587235685920733
"3226H3","Pre 1995",1985,"TP",-4.34400725935072,0.0129843919853349
"3226H3","Pre 1995",1986,"CHLAC",NA,NA
"3226H3","Pre 1995",1986,"NO3O2",-3.29754620481293,0.0369737822695901
"3226H3","Pre 1995",1986,"TKN",NA,NA
"3226H3","Pre 1995",1986,"TN",-0.582092374588529,0.558728074222986
"3226H3","Pre 1995",1986,"TP",-4.47405732021037,0.0114009645192332
"3226H3","Pre 1995",1987,"CHLAC",NA,NA
"3226H3","Pre 1995",1987,"NO3O2",-Inf,0
"3226H3","Pre 1995",1987,"TKN",NA,NA
"3226H3","Pre 1995",1987,"TN",-1.11247980452686,0.328742731734534
"3226H3","Pre 1995",1987,"TP",-Inf,0
"3226H3","Pre 1995",1988,"CHLAC",NA,NA
"3226H3","Pre 1995",1988,"NO3O2",-Inf,0
"3226H3","Pre 1995",1988,"TKN",NA,NA
"3226H3","Pre 1995",1988,"TN",NA,NA
"3226H3","Pre 1995",1988,"TP",-Inf,0
"3226H3","Pre 1995",1989,"CHLAC",NA,NA
"3226H3","Pre 1995",1989,"NO3O2",-Inf,0
"3226H3","Pre 1995",1989,"TKN",NA,NA
"3226H3","Pre 1995",1989,"TN",NA,NA
"3226H3","Pre 1995",1989,"TP",-5.02552542391154,0.00656813453319949
"3226H3","Pre 1995",1990,"CHLAC",NA,NA
"3226H3","Pre 1995",1990,"NO3O2",-Inf,0
"3226H3","Pre 1995",1990,"TKN",NA,NA
"3226H3","Pre 1995",1990,"TN",NA,NA
"3226H3","Pre 1995",1990,"TP",-5.00625343404216,0.00669594316293797
"3226H3","Pre 1995",1991,"CHLAC",NA,NA
"3226H3","Pre 1995",1991,"NO3O2",-Inf,0
"3226H3","Pre 1995",1991,"TKN",NA,NA
"3226H3","Pre 1995",1991,"TN",NA,NA
"3226H3","Pre 1995",1991,"TP",-Inf,0
"3226H3","Pre 1995",1992,"CHLAC",NA,NA
"3226H3","Pre 1995",1992,"NO3O2",-Inf,0
"3226H3","Pre 1995",1992,"TKN",NA,NA
"3226H3","Pre 1995",1992,"TN",NA,NA
"3226H3","Pre 1995",1992,"TP",-Inf,0
"3226H3","Pre 1995",1993,"CHLAC",NA,NA
"3226H3","Pre 1995",1993,"NO3O2",-3.47030604294207,0.0311075089705461
"3226H3","Pre 1995",1993,"TKN",NA,NA
"3226H3","Pre 1995",1993,"TN",NA,NA
"3226H3","Pre 1995",1993,"TP",-5.17575665007414,0.00565193875574427
"3226H3","Pre 1995",1994,"CHLAC",NA,NA
"3226H3","Pre 1995",1994,"NO3O2",-3.46472699095833,0.0312815444051298
"3226H3","Pre 1995",1994,"TKN",NA,NA
"3226H3","Pre 1995",1994,"TN",NA,NA
"3226H3","Pre 1995",1994,"TP",-6.25800027980526,0.00191507157741993
"3226H5","1995-2008",1995,"CHLAC",0.400433139612932,1.49247100597413
"3226H5","1995-2008",1995,"NO3O2",-4.00217567922049,0.0182758332516447
"3226H5","1995-2008",1995,"TKN",NA,NA
"3226H5","1995-2008",1995,"TN",NA,NA
"3226H5","1995-2008",1995,"TP",-5.31974117525024,0.00489402025489561
"3226H5","1995-2008",1996,"CHLAC",0.35787686667267,1.4302894933322
"3226H5","1995-2008",1996,"NO3O2",-4.04627253664424,0.017487437086144
"3226H5","1995-2008",1996,"TKN",NA,NA
"3226H5","1995-2008",1996,"TN",NA,NA
"3226H5","1995-2008",1996,"TP",-5.54540525220684,0.00390536022741771
"3226H5","1995-2008",1997,"CHLAC",0.575469209967943,1.77796456992695
"3226H5","1995-2008",1997,"NO3O2",-3.86725080290872,0.0209157920907128
"3226H5","1995-2008",1997,"TKN",NA,NA
"3226H5","1995-2008",1997,"TN",NA,NA
"3226H5","1995-2008",1997,"TP",-5.30787015967392,0.00495246344928653
"3226H5","1995-2008",1998,"CHLAC",0.129079239419322,1.13778027764235
"3226H5","1995-2008",1998,"NO3O2",-4.14086760446235,0.015909042758624
"3226H5","1995-2008",1998,"TKN",NA,NA
"3226H5","1995-2008",1998,"TN",-1.29458930571448,0.274010375721454
"3226H5","1995-2008",1998,"TP",-5.32930648853654,0.00484743059549906
"3226H5","1995-2008",1999,"CHLAC",0.427459720253838,1.53335741517702
"3226H5","1995-2008",1999,"NO3O2",-4.08735277739541,0.0167836047403261
"3226H5","1995-2008",1999,"TKN",NA,NA
"3226H5","1995-2008",1999,"TN",NA,NA
"3226H5","1995-2008",1999,"TP",-5.40635654497337,0.00448796214741785
"3226H5","1995-2008",2000,"CHLAC",0.523111741407297,1.6872698367199
"3226H5","1995-2008",2000,"NO3O2",-4.79660183423079,0.00825776066422806
"3226H5","1995-2008",2000,"TKN",NA,NA
"3226H5","1995-2008",2000,"TN",NA,NA
"3226H5","1995-2008",2000,"TP",-5.59933917331538,0.00370030817109435
"3226H5","1995-2008",2001,"CHLAC",0.545251294650713,1.72504182169571
"3226H5","1995-2008",2001,"NO3O2",-4.18559036851148,0.0152132218830659
"3226H5","1995-2008",2001,"TKN",NA,NA
"3226H5","1995-2008",2001,"TN",-1.67425842992622,0.187447133138004
"3226H5","1995-2008",2001,"TP",-5.55599242012924,0.00386423162477215
"3226H5","1995-2008",2002,"CHLAC",0.253873162549697,1.28900829937264
"3226H5","1995-2008",2002,"NO3O2",-3.99044356368057,0.0184915101381634
"3226H5","1995-2008",2002,"TKN",NA,NA
"3226H5","1995-2008",2002,"TN",-1.66570630456195,0.189057078936469
"3226H5","1995-2008",2002,"TP",-5.78651189702699,0.00306866735781703
"3226H5","1995-2008",2003,"CHLAC",0.454268271988988,1.57502047467852
"3226H5","1995-2008",2003,"NO3O2",-3.90042754687432,0.0202332589296454
"3226H5","1995-2008",2003,"TKN",NA,NA
"3226H5","1995-2008",2003,"TN",-1.10025281477902,0.332786939605495
"3226H5","1995-2008",2003,"TP",-5.40156541913271,0.00450951613152861
"3226H5","1995-2008",2004,"CHLAC",-0.0576665347216976,0.943964674401482
"3226H5","1995-2008",2004,"NO3O2",-4.43741335348188,0.0118264899388783
"3226H5","1995-2008",2004,"TKN",NA,NA
"3226H5","1995-2008",2004,"TN",-1.49141805978325,0.22505329013351
"3226H5","1995-2008",2004,"TP",-5.38112385828932,0.0046026463000031
"3226H5","1995-2008",2005,"CHLAC",0.111831948960267,1.11832490918902
"3226H5","1995-2008",2005,"NO3O2",-4.668183566039,0.00938930910661707
"3226H5","1995-2008",2005,"TKN",NA,NA
"3226H5","1995-2008",2005,"TN",NA,NA
"3226H5","1995-2008",2005,"TP",-7.19873168723978,0.0007475333134234
"3226H5","1995-2008",2006,"CHLAC",NA,NA
"3226H5","1995-2008",2006,"NO3O2",-4.75986168518523,0.00856679423011336
"3226H5","1995-2008",2006,"TKN",NA,NA
"3226H5","1995-2008",2006,"TN",NA,NA
"3226H5","1995-2008",2006,"TP",-7.02805937486146,0.000886650768871583
"3226H5","1995-2008",2007,"CHLAC",0.421336976081082,1.52399774267821
"3226H5","1995-2008",2007,"NO3O2",-4.63452190212054,0.00971074861701852
"3226H5","1995-2008",2007,"TKN",NA,NA
"3226H5","1995-2008",2007,"TN",NA,NA
"3226H5","1995-2008",2007,"TP",-7.2199414659443,0.000731845255497711
"3226H5","1995-2008",2008,"CHLAC",0.466773409552961,1.59483998696619
"3226H5","1995-2008",2008,"NO3O2",-4.98325046629352,0.00685175492360062
"3226H5","1995-2008",2008,"TKN",NA,NA
"3226H5","1995-2008",2008,"TN",NA,NA
"3226H5","1995-2008",2008,"TP",-7.25216683859452,0.000708637221566099
"3226H5","2009-2016",2009,"CHLAC",0.242602253183201,1.27456157047819
"3226H5","2009-2016",2009,"NO3O2",-4.83621924617474,0.007937005259841
"3226H5","2009-2016",2009,"TKN",-2.98782676468155,0.0503968419957949
"3226H5","2009-2016",2009,"TN",-2.88909653363848,0.0556264465389929
"3226H5","2009-2016",2009,"TP",-7.33546599603762,0.000652
"3226H5","2009-2016",2010,"CHLAC",0.951151562140707,2.58868897977346
"3226H5","2009-2016",2010,"NO3O2",-4.91323559957029,0.007348672461378
"3226H5","2009-2016",2010,"TKN",-2.94277508600287,0.0527192251685201
"3226H5","2009-2016",2010,"TN",-2.80388868794131,0.0605740504542312
"3226H5","2009-2016",2010,"TP",-6.21460809842219,0.002
"3226H5","2009-2016",2011,"CHLAC",0.833910615606384,2.3023045869648
"3226H5","2009-2016",2011,"NO3O2",-4.89578219747452,0.00747805761785821
"3226H5","2009-2016",2011,"TKN",-2.21994783235591,0.108614774854083
"3226H5","2009-2016",2011,"TN",-2.04810606975988,0.128978949544728
"3226H5","2009-2016",2011,"TP",-6.51476807868547,0.00148139942773472
"3226H5","2009-2016",2012,"CHLAC",0.780539496642356,2.18264947998391
"3226H5","2009-2016",2012,"NO3O2",-4.3323032371576,0.0131372544048977
"3226H5","2009-2016",2012,"TKN",-2.910810411286,0.0544316000069751
"3226H5","2009-2016",2012,"TN",-2.44298233281698,0.0869012960270362
"3226H5","2009-2016",2012,"TP",-7.29269492433207,0.00068049170580398
"3226H5","2009-2016",2013,"CHLAC",0.744964818505528,2.10636732852662
"3226H5","2009-2016",2013,"NO3O2",-4.23140322415975,0.0145319846028227
"3226H5","2009-2016",2013,"TKN",-2.90380892461368,0.054814039388805
"3226H5","2009-2016",2013,"TN",-2.51436695897074,0.0809141179538358
"3226H5","2009-2016",2013,"TP",-7.09683551472928,0.000827720091290371
"3226H5","2009-2016",2014,"CHLAC",0.853843926500593,2.3486575896739
"3226H5","2009-2016",2014,"NO3O2",-4.6443371550919,0.00961590139897796
"3226H5","2009-2016",2014,"TKN",-2.06779149499161,0.126464771597812
"3226H5","2009-2016",2014,"TN",-1.90620956750661,0.148642740413243
"3226H5","2009-2016",2014,"TP",-6.56862008404275,0.00140373310999754
"3226H5","2009-2016",2015,"CHLAC",0.232368051967004,1.26158397185269
"3226H5","2009-2016",2015,"NO3O2",-4.62574185914905,0.00979638480171764
"3226H5","2009-2016",2015,"TKN",-2.52572864430826,0.08
"3226H5","2009-2016",2015,"TN",-2.32729034014233,0.0975597429777466
"3226H5","2009-2016",2015,"TP",-6.38217159088104,0.00169144583711306
"3226H5","2017-2023",2016,"CHLAC",0.769486530975671,2.15865756537674
"3226H5","2017-2023",2016,"NO3O2",-4.46597430059972,0.0114934921867223
"3226H5","2017-2023",2016,"TKN",-2.02055546307723,0.132581800328195
"3226H5","2017-2023",2016,"TN",-1.85853945186813,0.155900163858825
"3226H5","2017-2023",2016,"TP",-6.98889240575765,0.000922067242667258
"3226H5","2017-2023",2017,"CHLAC",0.725203428757214,2.06515116837368
"3226H5","2017-2023",2017,"NO3O2",-3.96695753586009,0.0189309423191157
"3226H5","2017-2023",2017,"TKN",-1.55964333339323,0.210211033087645
"3226H5","2017-2023",2017,"TN",-1.39264646719681,0.248417006474878
"3226H5","2017-2023",2017,"TP",-5.19473515499877,0.00554568486742964
"3226H5","2017-2023",2018,"CHLAC",0.356938193529834,1.42894754892045
"3226H5","2017-2023",2018,"NO3O2",-4.19674886543731,0.0150444087952143
"3226H5","2017-2023",2018,"TKN",-1.8344482953051,0.159701585582305
"3226H5","2017-2023",2018,"TN",-1.71639394981308,0.17971303508045
"3226H5","2017-2023",2018,"TP",-5.22692551781314,0.00537000994873017
"3226H5","2017-2023",2019,"CHLAC",0.438400728534468,1.55022600276007
"3226H5","2017-2023",2019,"NO3O2",-4.66647174061698,0.00940539572945759
"3226H5","2017-2023",2019,"TKN",-1.9337664401228,0.14460253473509
"3226H5","2017-2023",2019,"TN",-1.81179224349852,0.163361091422795
"3226H5","2017-2023",2019,"TP",-5.14434536158917,0.00583229115637593
"3226H5","2017-2023",2020,"CHLAC",0.847739213940606,2.33436338558316
"3226H5","2017-2023",2020,"NO3O2",-4.40729464341827,0.0121881069433488
"3226H5","2017-2023",2020,"TKN",-1.66767318656985,0.188685591425255
"3226H5","2017-2023",2020,"TN",-1.54285951138862,0.213768951867381
"3226H5","2017-2023",2020,"TP",-4.96532931717998,0.00697565312838781
"3226H5","2017-2023",2021,"CHLAC",0.385311960148088,1.47007285406073
"3226H5","2017-2023",2021,"NO3O2",-4.94838780610508,0.00709483796812078
"3226H5","2017-2023",2021,"TKN",-1.41716617752453,0.242399962976419
"3226H5","2017-2023",2021,"TN",-1.36310415997223,0.255865296131917
"3226H5","2017-2023",2021,"TP",-5.13075195182481,0.00591211317752288
"3226H5","2017-2023",2022,"CHLAC",0.547829420167108,1.72949493390763
"3226H5","2017-2023",2022,"NO3O2",-5.11553043215663,0.00600279291541444
"3226H5","2017-2023",2022,"TKN",-1.53529583644205,0.215391960951972
"3226H5","2017-2023",2022,"TN",-1.4740982412646,0.228985123306638
"3226H5","2017-2023",2022,"TP",-5.08346299602716,0.00619840674835324
"3226H5","2017-2023",2023,"CHLAC",0.704891809813847,2.02362773641701
"3226H5","2017-2023",2023,"NO3O2",-5.25882576000681,0.00520140883643092
"3226H5","2017-2023",2023,"TKN",-1.7963449511132,0.165904169230962
"3226H5","2017-2023",2023,"TN",-1.75553483869251,0.172814789534183
"3226H5","2017-2023",2023,"TP",-5.48710875504079,0.00413979605249472
"3226H5","Pre 1995",1979,"CHLAC",NA,NA
"3226H5","Pre 1995",1979,"NO3O2",-Inf,0
"3226H5","Pre 1995",1979,"TKN",NA,NA
"3226H5","Pre 1995",1979,"TN",-2.40794560865187,0.09
"3226H5","Pre 1995",1979,"TP",-3.77421588045264,0.0229550831162643
"3226H5","Pre 1995",1980,"CHLAC",0.655585773629711,1.92627054544877
"3226H5","Pre 1995",1980,"NO3O2",-Inf,0
"3226H5","Pre 1995",1980,"TKN",NA,NA
"3226H5","Pre 1995",1980,"TN",NA,NA
"3226H5","Pre 1995",1980,"TP",-4.41950285232319,0.012040216562758
"3226H5","Pre 1995",1981,"CHLAC",2.96524729552953,19.3995000579706
"3226H5","Pre 1995",1981,"NO3O2",-3.52579616524184,0.0294283681957363
"3226H5","Pre 1995",1981,"TKN",NA,NA
"3226H5","Pre 1995",1981,"TN",NA,NA
"3226H5","Pre 1995",1981,"TP",-4.41604677136754,0.0120819005159898
"3226H5","Pre 1995",1982,"CHLAC",2.76959100547892,15.9521083504905
"3226H5","Pre 1995",1982,"NO3O2",-3.44951424767975,0.0317610606404788
"3226H5","Pre 1995",1982,"TKN",NA,NA
"3226H5","Pre 1995",1982,"TN",NA,NA
"3226H5","Pre 1995",1982,"TP",-5.05156293634969,0.00639932389022302
"3226H5","Pre 1995",1983,"CHLAC",1.08976716268157,2.97358163117997
"3226H5","Pre 1995",1983,"NO3O2",-3.31977639716701,0.0361609165335035
"3226H5","Pre 1995",1983,"TKN",NA,NA
"3226H5","Pre 1995",1983,"TN",NA,NA
"3226H5","Pre 1995",1983,"TP",-4.80687845475864,0.00817333334823822
"3226H5","Pre 1995",1984,"CHLAC",0.85531605628684,2.35211766468422
"3226H5","Pre 1995",1984,"NO3O2",-3.76458114793427,0.0231773180700604
"3226H5","Pre 1995",1984,"TKN",NA,NA
"3226H5","Pre 1995",1984,"TN",NA,NA
"3226H5","Pre 1995",1984,"TP",-4.64692259194561,0.00959107220410802
"3226H5","Pre 1995",1985,"CHLAC",0.48632766135858,1.62633279533095
"3226H5","Pre 1995",1985,"NO3O2",-Inf,0
"3226H5","Pre 1995",1985,"TKN",NA,NA
"3226H5","Pre 1995",1985,"TN",NA,NA
"3226H5","Pre 1995",1985,"TP",-3.83710937590945,0.0215558211506408
"3226H5","Pre 1995",1986,"CHLAC",0.239122455503931,1.27013406196779
"3226H5","Pre 1995",1986,"NO3O2",-3.37922268724093,0.0340739305442375
"3226H5","Pre 1995",1986,"TKN",NA,NA
"3226H5","Pre 1995",1986,"TN",NA,NA
"3226H5","Pre 1995",1986,"TP",-4.63378363304864,0.00971792040941791
"3226H5","Pre 1995",1987,"CHLAC",0.184149772054777,1.20219586495828
"3226H5","Pre 1995",1987,"NO3O2",-Inf,0
"3226H5","Pre 1995",1987,"TKN",NA,NA
"3226H5","Pre 1995",1987,"TN",NA,NA
"3226H5","Pre 1995",1987,"TP",-Inf,0
"3226H5","Pre 1995",1988,"CHLAC",0.147689870836807,1.15915335335398
"3226H5","Pre 1995",1988,"NO3O2",-Inf,0
"3226H5","Pre 1995",1988,"TKN",NA,NA
"3226H5","Pre 1995",1988,"TN",NA,NA
"3226H5","Pre 1995",1988,"TP",-4.13857799785175,0.0159455099399112
"3226H5","Pre 1995",1989,"CHLAC",0.068590337015366,1.07099737128701
"3226H5","Pre 1995",1989,"NO3O2",-Inf,0
"3226H5","Pre 1995",1989,"TKN",NA,NA
"3226H5","Pre 1995",1989,"TN",NA,NA
"3226H5","Pre 1995",1989,"TP",-4.90003787114292,0.00744630106565254
"3226H5","Pre 1995",1990,"CHLAC",-0.121661841152618,0.885447739869367
"3226H5","Pre 1995",1990,"NO3O2",-Inf,0
"3226H5","Pre 1995",1990,"TKN",NA,NA
"3226H5","Pre 1995",1990,"TN",NA,NA
"3226H5","Pre 1995",1990,"TP",-5.09571245927086,0.00612294273316803
"3226H5","Pre 1995",1991,"CHLAC",0.670536372274524,1.9552858005152
"3226H5","Pre 1995",1991,"NO3O2",-Inf,0
"3226H5","Pre 1995",1991,"TKN",NA,NA
"3226H5","Pre 1995",1991,"TN",NA,NA
"3226H5","Pre 1995",1991,"TP",-Inf,0
"3226H5","Pre 1995",1992,"CHLAC",0.291855051887628,1.33890893125118
"3226H5","Pre 1995",1992,"NO3O2",-Inf,0
"3226H5","Pre 1995",1992,"TKN",NA,NA
"3226H5","Pre 1995",1992,"TN",NA,NA
"3226H5","Pre 1995",1992,"TP",-Inf,0
"3226H5","Pre 1995",1993,"CHLAC",NA,NA
"3226H5","Pre 1995",1993,"NO3O2",-4.00791702957874,0.0181712059283214
"3226H5","Pre 1995",1993,"TKN",NA,NA
"3226H5","Pre 1995",1993,"TN",NA,NA
"3226H5","Pre 1995",1993,"TP",-5.71088234328663,0.00330975091964687
"3226H5","Pre 1995",1994,"CHLAC",0.230087330471847,1.25870992886178
"3226H5","Pre 1995",1994,"NO3O2",-3.80144161230774,0.0223385451109417
"3226H5","Pre 1995",1994,"TKN",NA,NA
"3226H5","Pre 1995",1994,"TN",NA,NA
"3226H5","Pre 1995",1994,"TP",-5.9446453608379,0.0026198312784055
"3226H6","1995-2008",1995,"CHLAC",-0.491977617447137,0.611416050731333
"3226H6","1995-2008",1995,"NO3O2",-4.1109002999073,0.0163930092559907
"3226H6","1995-2008",1995,"TKN",NA,NA
"3226H6","1995-2008",1995,"TN",NA,NA
"3226H6","1995-2008",1995,"TP",-5.67467041789495,0.00343179984974827
"3226H6","1995-2008",1996,"CHLAC",-0.526887958486021,0.590439585999748
"3226H6","1995-2008",1996,"NO3O2",-4.04528632591842,0.0175046918912039
"3226H6","1995-2008",1996,"TKN",NA,NA
"3226H6","1995-2008",1996,"TN",NA,NA
"3226H6","1995-2008",1996,"TP",-5.75723819301787,0.00315982638920407
"3226H6","1995-2008",1997,"CHLAC",-0.523733588102555,0.592304991686537
"3226H6","1995-2008",1997,"NO3O2",-4.15115999458453,0.0157461404492043
"3226H6","1995-2008",1997,"TKN",NA,NA
"3226H6","1995-2008",1997,"TN",NA,NA
"3226H6","1995-2008",1997,"TP",-5.46538721941135,0.00423070251967918
"3226H6","1995-2008",1998,"CHLAC",-0.456440233278535,0.633534872564304
